"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy","alt","speciesjamasakura","speciesyedoensis","cultivarNoneGiven","cultivarSomeiyoshino","locationkyoto","locationliestal","locationnyc","locationvancouver"
1972,4.2,4.75,4.75,6.65,13.4,14.65,16.4,19,21.4,24.5,30.9,39.15,42.9,46.65,51.8,53.6,53.9,54.65,57.15,61.65,67.15,70.7,74.7,78.4,87.45,92.3,95.7,97.15,98.35,101.25,102.9,108.65,114.4,117.4,118.5,122.8,123.95,125.9,126,126.65,128.35,131.15,133.7,136.7,140.95,143.5,144.6,150.8,156.4,160.85,161.4,161.4,161.5,163,164.2,164.2,165.95,168.3,168.75,168.85,168.85,168.85,170.15,170.95,172.4,173.45,177,180.85,184.9,187.85,190,192.9,195.1,196.85,199.15,202.15,208.55,218.8,230,242.3,246.85,251.2,258.1,267.15,273.75,279.9,287.6,295.75,306.15,316.7,324.35,325.9,327.95,332.9,343.55,357.15,370.65,380.9,385.85,390.15,394.95,400.6,408.05,416.5,427.45,437.5,452.35,466.05,482.1,500.1,511.6,521.35,531,543.1,555.15,568.3,581.6,596.35,609.95,625.7,641.55,657.95,669.35,681.05,695.15,711.55,727.45,743.35,758.7,774.65,788.8,806.95,825.15,840.15,856.1,872.05,98,100.4,3.97492138287036,101.1,4.30632609592498,99,44,1,0,1,0,1,0,0,0
1973,1.5,3.5,3.5,3.5,4.8,8.3,14.3,18.1,20.6,23.1,23.1,23.1,23.1,24.4,24.4,25.7,30.5,37.5,41.6,43.1,44.8,48.6,54.9,63.9,68.9,70.1,70.1,70.1,70.4,70.9,72.95,75.45,75.45,77.75,81.75,87.45,92.25,92.25,92.25,92.55,92.85,94.2,95.7,98.7,101.9,105.7,110.7,116.2,125.7,132.7,136.5,139.5,144.3,149.3,149.3,149.3,151.3,153.75,158.25,159.95,160.45,160.95,163.65,163.65,163.65,165.15,166.85,168.55,170.05,174.25,179.9,184.4,186.1,186.8,188.5,190.7,192.75,194.55,201.55,206.4,210.1,215.4,220.4,220.7,222.5,228,238.8,252.35,265.85,279.15,292.85,301.55,311.35,315.85,321.55,327.55,338.25,353.05,370.75,385,401.5,411,421,433,441.7,455,467.65,476.85,489.85,502,513,525.5,541.5,557.65,574.65,588.15,598.95,610.25,621.75,636.2,654.5,668.5,680,690.1,701.3,716.3,731.15,744.8,758.6,772.1,781.9,793.7,807.9,822.4,839.2,853.4,99,100.8,3.63318042491699,100.8,4.34101882562659,97,44,1,0,1,0,1,0,0,0
1974,0.8,2,2,2.5,3,3.7,6.15,7.85,7.85,7.85,7.85,7.85,7.85,7.85,8.85,10,10,10,10,10,10.3,11,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.6,12.1,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,13.9,17.9,21.4,25.75,31.75,35.75,36.45,45.45,47.15,47.15,47.15,47.15,47.15,47.15,49.95,52.15,57.65,65.65,74.65,83.85,87.85,90.65,95.85,99,99,99,99,99,103.8,106.3,108.5,111.7,113.9,116,118.8,120.5,122,122.3,123.2,125.4,125.9,128.2,134.2,143,154,161,163,167.7,179.2,186.7,196.7,210.2,220.2,230.75,240.85,249.05,260.1,275.1,284.1,295.6,304.8,316.3,330.3,339.1,351.3,362.6,372.6,383.9,399.2,412.5,424.3,435,446.25,457.25,472.05,481.55,493.05,506.85,521.15,531.15,541.65,556.95,572.65,586.65,599.45,613.45,629.95,645.95,661.45,675.45,689.95,97,100.4,3.97492138287036,100.4,4.5018514709691,99,44,1,0,1,0,1,0,0,0
1975,2.5,3.5,3.5,3.5,3.5,3.5,4.9,10.85,12.05,12.25,12.25,12.25,12.25,12.25,13.95,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.45,18.45,21.75,23.95,25.95,26.35,26.35,26.35,26.35,26.85,26.85,27.55,32.75,34.75,39.55,45.75,45.75,46.25,48.45,48.45,48.95,49.65,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,53.65,53.65,53.65,53.65,53.65,53.65,56.15,58.95,61.15,65.35,66.55,69.35,76.35,82.85,88.15,91.65,92.95,97.15,102.65,105.65,109.65,112.45,118.75,125.55,129.35,133.05,137.45,139.35,139.8,142,145.8,151.3,159.3,166.35,169.65,172.15,174.9,178.4,184.9,195.9,204.95,216.45,225.65,235.95,248.75,256.45,268.25,278.05,289.05,301.55,316.35,327.65,338.85,348.35,360.55,369.55,378.05,386.55,394.85,407.85,423.65,438.15,453.15,468.85,481.85,498.65,513.95,527.45,543.25,557.05,567.6,579.6,595.3,609.1,623.3,635.8,651.1,667.1,682.9,700.9,717.6,99,100,4,100.4,4.5018514709691,100,44,1,0,1,0,1,0,0,0
1976,1.2,3,6.3,12.5,15,15,15.5,18.8,18.8,18.8,18.8,18.8,18.8,19.3,19.3,19.3,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.8,28.45,29.15,29.15,30.85,32.85,35.05,39.85,41.85,41.85,41.85,42.35,42.35,44.85,44.85,44.85,44.85,48.05,57.05,66.25,71.95,79.45,84.25,84.25,87.95,92.95,94.25,94.75,96.05,97.85,104.85,114.85,118.05,119.25,119.25,119.55,119.55,123.35,128.8,134.3,139.1,143.9,149.2,157.5,162.3,163.8,168.6,174.3,183.1,193.9,200.85,201.55,201.55,201.55,201.55,202.05,202.35,204.55,212.75,219.05,223.55,231.85,237.65,242.45,248.25,253.55,256.35,260.35,266.85,272.65,276.8,281.3,284.1,289.1,298.6,307.8,321.8,331.8,344,355.55,368.05,378.55,391.05,406.05,419.55,435.55,449.25,458.25,470.25,483.45,498.75,514.25,524.55,538.55,551.55,561.75,572.05,583.1,592.9,602.4,613.7,625.2,638.5,653.8,668.6,681.4,692.6,704.4,719.9,100,98.6,1.14017542509914,99.4,2.98886823619465,99,44,1,0,1,0,1,0,0,0
1977,0,0,0,0,0,0,0,0.5,3.3,4.1,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,5.7,8.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,13.4,16.5,16.5,16.5,16.5,16.5,16.5,18,18,18,18.3,21,28,34,38.8,44.75,51.4,56.9,56.9,56.9,56.9,56.9,61.6,68.1,78.5,80.7,84.5,89.3,95.8,102.8,110,114.4,121.9,130.1,136.6,140.3,146.1,151.9,160.9,164.7,168.45,176.15,183.15,186.45,193.15,200.95,207.15,213.65,220.85,226.05,232.05,239.35,247.55,255.05,262.55,270.05,279.85,291.85,304.65,317.35,333.05,350.85,362.35,374.05,382.55,391.55,404.05,413.85,425.15,439.65,453.15,465.95,478.15,492.15,505.85,514.55,524.85,536.55,548.55,562.25,572.75,584.25,600.45,612.45,625.45,638.95,655.65,672.95,688.75,706.75,725.05,736.35,745.85,99,98.8,1.09544511501033,99.6,2.87518115371304,93,44,1,0,1,0,1,0,0,0
1978,7.25,8.95,8.95,8.95,9.45,12.65,16.45,18.65,21,21,21,23.2,25.9,30.7,35.2,35.2,35.2,35.7,35.7,36.5,36.5,36.5,36.5,36.5,36.5,36.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,42,42,43.5,45,47.5,54.5,57.5,57.5,58.2,58.2,58.2,58.2,58.2,58.2,58.2,59,59,59.55,59.55,60.05,60.05,60.05,61.55,65.35,65.35,67.2,73.2,77.5,79,81,86,92.3,100.8,106.5,108.7,108.9,108.9,109.4,109.4,110.1,112.9,120.1,125.1,129.8,132.8,136.8,138.5,142.5,148.8,154.8,164,171.5,177.8,182.8,187.8,193.1,198.4,201.9,206.4,215.1,222.3,227.1,235.8,247.4,257.4,266.6,277.1,282.6,291.8,307.1,321.1,331.1,339.4,351.6,362.75,369.75,378.95,390.75,402.1,411.9,423.4,436.4,451.2,464.7,482.2,501.2,514.7,528.5,543.7,559.5,571,583.5,598.3,614.3,629,640.5,653.3,669.8,685.1,701.3,718.8,93,97.6,2.79284800875379,99.2,3.48966728754731,104,44,1,0,1,0,1,0,0,0
1979,0.5,0.5,0.5,3,5.5,8.2,12.7,17.7,22.9,28.9,30.9,31.7,31.7,31.7,31.7,31.7,32.2,32.2,32.2,32.2,33.5,33.5,33.5,35,39,42.8,47.3,47.6,50.4,55.9,61.9,62.9,62.9,62.9,63.4,64.7,68.2,70,72,74.2,78.2,81.9,86.1,91.9,97.2,98.7,101.2,103.35,106.55,109.55,115.85,126.65,135.85,146.05,151.55,155.85,160.65,162.65,162.65,162.65,162.65,162.65,162.65,163.85,166.35,169.85,173.85,179.85,185.35,186.15,188.65,191.35,195.15,200.5,205,207,208,213.8,220.3,222.3,225.3,230.6,236.9,241.2,248.2,254.7,261.95,273.95,287.45,295.45,302.65,310.35,316.55,322.05,327.25,337.1,350.4,361.9,372.4,382.3,394.1,403.3,414.6,423.8,432.3,439.8,444.3,451.1,458.3,465.8,472.3,481,493.5,507.8,521.8,532.5,540,547.8,560.6,571.6,582.1,592.8,604.8,618.6,633.6,648.9,663.1,676.9,688.9,703.1,718.4,728.6,741.1,753.3,763.6,776.1,104,99,3.93700393700591,99.7,3.8020462326957,97,44,1,0,1,0,1,0,0,0
1980,0.5,3.8,11.6,16.9,16.9,16.9,16.9,16.9,16.9,17.4,17.4,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.2,27.7,34.2,38,38,38,38,38,38.8,38.8,38.8,38.8,38.8,38.8,38.8,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,40.2,40.2,40.2,41.4,42.9,44.2,46.7,49.9,52.4,56.9,59.1,59.6,61.4,63.4,63.9,68.4,73.7,78.5,85.7,88.2,88.2,88.7,90.3,92.5,94.7,97.5,100.7,101.4,104.4,111.9,117.1,118.4,118.9,120.4,122.9,127.1,131.65,139.95,148.75,156.55,166.55,171.75,175.05,182.25,193.75,207.55,220.05,226.55,238.25,246.25,252.25,263.75,275.95,287.45,293.45,298.65,304.65,308.85,316.35,329.85,343.35,352.05,362.05,369.05,376.85,383.85,392.35,402.85,410.65,421.85,432.35,440.55,451.05,465.05,482.35,493.85,504.65,514.45,525.95,537.65,551.15,567.65,585.65,600.45,620.25,634.25,97,98.6,4.03732584763727,99.3,3.86005181312376,102,44,1,0,1,0,1,0,0,0
1981,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,4.1,4.9,5.7,6,6,7.7,11.2,14.7,21.7,27.2,27.2,30.7,32.75,32.75,32.75,32.75,34.55,35.35,35.35,35.35,35.35,35.35,35.35,35.35,37.85,41.55,42.05,42.05,43.75,48.05,51.05,52.2,52.7,58.5,66.5,77,80.7,82.2,85.7,91.7,101.2,111.9,118.9,125.2,130,139,149.5,156.6,158.6,161.8,168.3,173.3,176,182.3,185.8,192.3,197.5,204.5,211.8,219.3,229.8,240.8,252.3,264.4,277.4,286.6,294.6,304.9,313.2,321.7,330.4,339.4,344.7,352.2,362.7,375.2,389.4,398.4,409.2,423.7,438.85,453.15,465.15,480.25,495.05,504.25,512.05,524.85,536.55,548.8,563.6,580.9,600.2,620.7,632.5,644,658.2,672.5,688.2,102,99,4.30116263352131,98.8,2.97396106975939,99,44,1,0,1,0,1,0,0,0
1982,1.1,1.2,2.1,8.5,11.6,12.4,12.4,12.4,15,15.2,18.3,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,25.5,26,26.9,27.25,27.35,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.95,28.95,28.95,28.95,28.95,30.45,30.75,33.25,38.25,44.85,48.35,50.85,53.35,54.75,54.75,54.75,55.15,58.35,60.65,60.65,60.65,66.35,72.95,76.75,76.75,77.55,79.75,83.15,88.95,93.75,100.45,108.35,117.85,128.05,134.55,138.45,144.45,151.65,156.95,164.65,176.85,179.25,179.55,180.15,182.25,185.15,190.15,200.95,206.65,214.05,226.55,232.25,235.55,242.55,252.85,261.35,271.45,274.55,277.75,282.95,293.25,304.15,314.05,323.05,330.45,337.65,343.55,352.25,364.05,370.65,376.95,388.05,401.35,416.35,432.15,447.85,462.65,477.35,492.95,507.95,523.95,539.05,552.75,567.35,581.15,596.25,612.85,630.65,649.35,670.15,690.85,712.45,721.55,734.25,748.55,99,99,4.30116263352131,98.9,2.96085573216033,93,44,1,0,1,0,1,0,0,0
1983,0.8,2.4,3.4,4.4,7.5,11.7,17.6,21.1,21.1,21.1,21.1,21.8,23.3,23.3,23.9,24.1,26.1,27.9,27.9,27.9,27.9,27.9,27.9,28.4,28.4,30.1,32.2,34.5,37.8,40.9,40.9,45,49.4,50.9,50.9,51.3,55.1,56.7,57.3,58.4,58.4,58.4,58.4,58.4,58.4,60.8,62.8,65.7,65.7,65.7,65.7,65.7,65.7,67.2,69.2,69.9,69.9,70.9,73.1,77.6,85.4,90,93.15,93.15,93.15,93.15,93.15,95.15,97.85,102.6,109.2,113.1,113.1,115.2,120,124.7,125.4,128.4,135.7,142.1,151.4,158.95,165.85,169.15,173.85,179.55,186.15,191.95,197.85,207.05,216.2,224.4,232.1,239,247.8,259.3,269.5,281.2,294.1,304.25,316.85,327.75,339.7,352.6,365.8,375,383.8,397.7,410.5,419.5,431.7,445.25,457.45,471.45,487.45,504.25,520.65,539.05,555.55,565.45,576.05,586.85,599.95,616.35,633.65,648.85,665.35,678.35,691.25,706.85,723.95,741.95,758.25,771.45,785.15,798.15,93,99,4.30116263352131,98.3,3.49761823721991,99,44,1,0,1,0,1,0,0,0
1984,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3.6,3.6,3.6,3.6,3.9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.7,7.3,9.9,10.8,13.2,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,16.5,16.5,16.5,16.5,17.1,17.1,20.3,23.6,26.4,29.1,29.1,30,30,30,31.3,32.4,36.8,39.2,44.4,47.1,52.35,62.95,69.35,73.75,78.55,87.05,96.85,107.05,111.45,114.95,118.85,126.65,134.55,141.85,147.65,154.85,164.15,175.15,184.85,199.85,216.35,227.25,233.75,242.65,249.05,256.75,267.35,280.65,294.25,308.55,322.75,336.75,347.95,356.85,365.55,373.85,384.45,396.75,410.95,426.55,443.65,459.55,473.95,490.05,508.65,526.05,540.15,554.75,99,98,3.3166247903554,98.5,3.47211110933328,109,44,1,0,1,0,1,0,0,0
1985,0.2,1,1,1,1,1,1,1,1.2,2.1,2.1,2.8,2.8,2.8,2.8,2.8,2.8,2.8,4.3,7.05,7.05,7.35,8.05,8.05,8.05,8.05,8.85,8.95,8.95,8.95,8.95,10.15,12.25,14.55,17.75,20.25,23.45,28.4,33.3,40.6,43.5,44.1,46.2,47.2,47.2,48,49,49.6,52.5,54.6,57.8,57.8,57.8,57.8,57.8,57.8,58.2,60.2,64,68.1,71.6,73.3,74.75,78,81,86.3,94.6,98,100.2,101.7,102.8,106.1,109.8,111.5,117.5,123.45,130.25,133.75,140.15,143.95,147.35,151.05,158.55,167.75,175.25,183.15,191.55,199.75,203.05,205.35,208.65,215.85,225.45,235.25,242.75,252.15,260.95,273.35,287.2,300.2,311.85,321.1,332.85,344.4,353.7,362.7,371.9,381.8,392.3,403.6,416.6,430.2,444.1,453.6,466.9,481.8,491.7,502,514.3,529.6,545.5,562.2,579.8,599.2,616.3,633,647.4,660.2,677.3,691.4,707.1,724.7,740.05,752.95,766.85,782.05,109,100.4,5.81377674149945,99.5,4.81317635939788,99,44,1,0,1,0,1,0,0,0
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.8,5.6,6,7.4,7.8,7.8,7.8,7.9,7.9,7.9,7.9,7.9,7.9,8.6,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,11.6,14.4,14.4,14.4,14.4,14.4,14.6,14.6,14.6,15.45,15.45,15.45,15.45,15.45,16.45,16.45,16.45,16.45,16.45,16.45,17.15,18.95,22.85,27.55,35.85,43.05,46.15,49.05,53.8,58.9,69.5,75.25,76.45,79.15,84.75,86.95,89.55,93.65,94.55,97.05,99.65,104.35,112.65,118.9,125.7,133.5,137.8,142.4,149.8,160.2,168.8,176.8,183.7,185.3,193,203.8,215.4,221.4,227.3,235.7,248.6,257.8,262.6,274.1,286.4,298,312.3,327.4,338.7,351.4,366.2,382.1,399.8,414.2,422.9,433.3,444.55,458.95,469.85,480.55,493.65,509.05,519.45,532.95,549.95,565.75,580.95,593.15,606.55,622.75,636.95,650.85,661.95,99,99.8,5.76194411635517,99.4,4.81202198203162,102,44,1,0,1,0,1,0,0,0
1987,0.9,3.6,8.7,10.4,10.4,12,15.3,17.95,21.75,21.75,21.75,21.75,21.75,21.75,21.95,24.75,29.65,29.95,29.95,29.95,29.95,30.45,36.45,37.55,37.55,37.55,37.75,37.95,40.55,42.65,42.65,42.65,42.65,42.65,42.65,42.75,44.95,47.65,50.85,54.05,60.25,72.25,81.15,85.25,88.95,90.25,92.3,92.3,94.4,94.4,94.4,94.7,94.7,96.5,102,102,102,102,102,102,102,102,106.5,114.8,120.4,120.4,120.4,120.7,122.2,125.1,129.5,136.4,141.8,145.6,148.7,150.7,155.2,161.3,166.3,176.4,188.5,200.9,210.6,212.6,213.5,217.3,223.5,229.2,237.3,239.3,241.5,244.7,250.9,259.8,271.5,283.7,293.6,306,319.7,334.1,339.8,342.9,344.6,349.2,356.6,368.6,380.4,393.1,406.6,422.2,437.3,451.4,465.9,478.15,486.35,493.15,501.45,513.35,527.45,543.05,556.05,572.55,581.75,591.85,601.95,614.85,629.15,643.95,660.65,677.15,691.6,705.9,718.6,728.9,740.1,756.8,102,100.4,5.81377674149945,99.7,4.87738545625511,95,44,1,0,1,0,1,0,0,0
1988,2.1,8,12.05,13.5,15.7,16.1,16.1,21.05,22.05,22.05,22.05,22.95,24.55,27.35,30.65,35.55,37.35,37.55,39.25,41.15,46.45,54.35,56.75,56.75,56.75,58.35,60.15,60.65,63.05,65.95,66.65,67.85,67.85,67.85,67.85,71.75,73.75,73.75,73.75,73.75,73.75,73.75,74.65,75.85,76.85,76.85,76.85,76.85,76.85,76.85,77.3,77.3,78.15,79.6,81.45,82.2,86.05,86.45,88.35,91.25,95.55,100.35,100.35,100.35,100.35,100.35,100.35,100.35,101.05,103.05,108.2,113.4,119.45,128.55,132.05,132.75,134.25,138.6,143.8,148.5,154.1,161.85,166.05,170.05,173.45,176.95,179.95,184.45,191.05,197.05,202.05,208.25,216.75,225.05,231.75,242.75,250.5,253.45,257.15,261.45,267.85,277.75,288.85,301.1,311.1,319.2,330,342,352.7,364.1,377.9,392.6,402.5,410.55,418.05,428.25,440.5,452.1,465.7,479.6,495.8,513.95,528.45,540.6,551.3,563.15,576.55,588.5,596.7,609.4,622.1,634.8,648.95,660.95,673.65,685.55,95,100.8,5.21536192416212,99.9,4.60555220479707,106,44,1,0,1,0,1,0,0,0
1989,2.1,5.1,7.05,7.35,7.35,9.05,15.75,24.25,32.35,38.75,44,48.65,49.35,50.55,50.55,50.6,51.9,52.9,59.65,68.15,72.35,76.15,80.85,81.25,82.65,84.85,84.85,84.85,84.85,85.65,88.65,89.95,89.95,89.95,89.95,90.25,92.55,95.25,100.25,107.55,107.55,107.55,107.55,107.55,109.45,114.65,120.95,126.85,131.65,133.25,137.65,141.25,144.8,147.5,150.65,156.6,156.9,160.6,170.2,173.5,179.9,188.25,195.05,197.45,201.7,204.3,204.3,204.3,205.9,208.65,215.45,220.8,229,234.1,239,239.3,240.6,243.4,247,251.8,254.7,258.75,264.35,268.95,273.55,278.55,283.95,288.65,295.95,303.75,311.75,320.35,332.15,339.25,348.45,358.4,369.6,378.4,388,397.8,405.3,410.8,421.05,432.2,444.8,457.3,468,481.05,495.95,511.35,526.7,539.6,550.5,560.8,568.3,580.3,593.5,600.45,610.05,622.45,632.05,645.65,660.35,675.85,692.1,704.9,715.6,730.9,745.6,761.7,773.6,786.8,800.5,813.5,826.7,841.4,106,102.2,5.54075807087803,100.1,4.84079883214882,93,44,1,0,1,0,1,0,0,0
1990,0,0.6,0.6,0.6,1.6,2.9,3.5,5,8.6,15.4,17.5,21.3,21.4,22,23.2,24,26.1,30.3,33.7,33.7,33.7,34.1,34.1,34.1,34.1,34.1,34.1,34.1,36.3,36.8,36.8,36.8,36.8,36.9,38.8,40.1,42.3,46,47.6,48.5,54.1,60.1,62.9,64.8,67.2,71.3,74.3,77.2,77.2,86.4,95,101.4,111.1,111.1,117.9,122.8,127.6,129.5,133.2,138.7,143.9,148.5,151.2,151.2,154.8,154.8,155,157.9,163.9,172.5,177,177,183.2,189.6,195,199,203.1,208.4,215.1,220.4,228.5,240.7,249,252.7,256,256,261.7,269,279,288.7,299.4,310.4,323.4,330.6,333.5,341.4,348.2,355.3,364.5,376,390.5,404.9,417.2,426.9,434.6,443.2,450.4,455.7,461.6,471.6,481.7,495.4,504.2,510.5,520.3,533.8,549.1,564.6,575.1,575.1,584.9,596.9,609.2,622.4,632.3,646.5,658.4,671.7,687.5,705.4,722.2,739.4,757.2,772.5,784.8,796.7,93,99,5.24404424085076,99.7,5.27151675411251,88,44,1,0,1,0,1,0,0,0
1991,6.8,11.7,13,13.5,13.5,13.5,14.4,14.9,14.9,17.8,20.2,22.4,22.4,22.4,22.4,23.6,23.6,23.6,24.5,28.4,32.6,34.7,34.7,36.1,38.9,39.1,39.1,39.1,39.1,39.1,39.1,40,40,40.7,41.6,41.6,43,43.6,43.6,43.9,47.4,52.4,54.7,56.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,66.1,69.9,69.9,70,71.3,77.1,85.9,95.6,99.3,103.7,109.9,114.8,118.9,123.5,123.5,123.7,123.7,123.7,126,130.2,140.1,150.8,155.5,161.8,170.5,178.2,187.1,198,208.6,214.5,223.2,230.5,235.8,238.1,240.3,245.5,254.2,266.1,276.8,289.4,289.4,299.1,299.1,313.2,330.5,343.3,351.2,363.5,377.3,392.6,392.6,402.6,409.7,419.8,432.7,432.7,442.9,455.5,468.8,481.4,497.6,497.6,508,518,525.3,530.9,536.7,546.3,559.3,574,574,586.9,601.2,616.6,627.9,642.6,659.1,672.3,687.1,88,96.8,7.19027120489902,98.3,6.34297511687799,97,44,1,0,1,0,1,0,0,0
