"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy"
1982,1.1,1.2,2.1,8.5,11.6,12.4,12.4,12.4,15,15.2,18.3,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,25.5,26,26.9,27.25,27.35,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.95,28.95,28.95,28.95,28.95,30.45,30.75,33.25,38.25,44.85,48.35,50.85,53.35,54.75,54.75,54.75,55.15,58.35,60.65,60.65,60.65,66.35,72.95,76.75,76.75,77.55,79.75,83.15,88.95,93.75,100.45,108.35,117.85,128.05,134.55,138.45,144.45,151.65,156.95,164.65,176.85,179.25,179.55,180.15,182.25,185.15,190.15,200.95,206.65,214.05,226.55,232.25,235.55,242.55,252.85,261.35,271.45,274.55,277.75,282.95,293.25,304.15,314.05,323.05,330.45,337.65,343.55,352.25,364.05,370.65,376.95,388.05,401.35,416.35,432.15,447.85,462.65,477.35,492.95,507.95,523.95,539.05,552.75,567.35,581.15,596.25,612.85,630.65,649.35,670.15,690.85,712.45,721.55,734.25,748.55,99,99,4.30116263352131,98.9,2.96085573216033,93
1983,0.8,2.4,3.4,4.4,7.5,11.7,17.6,21.1,21.1,21.1,21.1,21.8,23.3,23.3,23.9,24.1,26.1,27.9,27.9,27.9,27.9,27.9,27.9,28.4,28.4,30.1,32.2,34.5,37.8,40.9,40.9,45,49.4,50.9,50.9,51.3,55.1,56.7,57.3,58.4,58.4,58.4,58.4,58.4,58.4,60.8,62.8,65.7,65.7,65.7,65.7,65.7,65.7,67.2,69.2,69.9,69.9,70.9,73.1,77.6,85.4,90,93.15,93.15,93.15,93.15,93.15,95.15,97.85,102.6,109.2,113.1,113.1,115.2,120,124.7,125.4,128.4,135.7,142.1,151.4,158.95,165.85,169.15,173.85,179.55,186.15,191.95,197.85,207.05,216.2,224.4,232.1,239,247.8,259.3,269.5,281.2,294.1,304.25,316.85,327.75,339.7,352.6,365.8,375,383.8,397.7,410.5,419.5,431.7,445.25,457.45,471.45,487.45,504.25,520.65,539.05,555.55,565.45,576.05,586.85,599.95,616.35,633.65,648.85,665.35,678.35,691.25,706.85,723.95,741.95,758.25,771.45,785.15,798.15,93,99,4.30116263352131,98.3,3.49761823721991,99
1984,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3.6,3.6,3.6,3.6,3.9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.7,7.3,9.9,10.8,13.2,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,16.5,16.5,16.5,16.5,17.1,17.1,20.3,23.6,26.4,29.1,29.1,30,30,30,31.3,32.4,36.8,39.2,44.4,47.1,52.35,62.95,69.35,73.75,78.55,87.05,96.85,107.05,111.45,114.95,118.85,126.65,134.55,141.85,147.65,154.85,164.15,175.15,184.85,199.85,216.35,227.25,233.75,242.65,249.05,256.75,267.35,280.65,294.25,308.55,322.75,336.75,347.95,356.85,365.55,373.85,384.45,396.75,410.95,426.55,443.65,459.55,473.95,490.05,508.65,526.05,540.15,554.75,99,98,3.3166247903554,98.5,3.47211110933328,109
1985,0.2,1,1,1,1,1,1,1,1.2,2.1,2.1,2.8,2.8,2.8,2.8,2.8,2.8,2.8,4.3,7.05,7.05,7.35,8.05,8.05,8.05,8.05,8.85,8.95,8.95,8.95,8.95,10.15,12.25,14.55,17.75,20.25,23.45,28.4,33.3,40.6,43.5,44.1,46.2,47.2,47.2,48,49,49.6,52.5,54.6,57.8,57.8,57.8,57.8,57.8,57.8,58.2,60.2,64,68.1,71.6,73.3,74.75,78,81,86.3,94.6,98,100.2,101.7,102.8,106.1,109.8,111.5,117.5,123.45,130.25,133.75,140.15,143.95,147.35,151.05,158.55,167.75,175.25,183.15,191.55,199.75,203.05,205.35,208.65,215.85,225.45,235.25,242.75,252.15,260.95,273.35,287.2,300.2,311.85,321.1,332.85,344.4,353.7,362.7,371.9,381.8,392.3,403.6,416.6,430.2,444.1,453.6,466.9,481.8,491.7,502,514.3,529.6,545.5,562.2,579.8,599.2,616.3,633,647.4,660.2,677.3,691.4,707.1,724.7,740.05,752.95,766.85,782.05,109,100.4,5.81377674149945,99.5,4.81317635939788,99
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.8,5.6,6,7.4,7.8,7.8,7.8,7.9,7.9,7.9,7.9,7.9,7.9,8.6,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,11.6,14.4,14.4,14.4,14.4,14.4,14.6,14.6,14.6,15.45,15.45,15.45,15.45,15.45,16.45,16.45,16.45,16.45,16.45,16.45,17.15,18.95,22.85,27.55,35.85,43.05,46.15,49.05,53.8,58.9,69.5,75.25,76.45,79.15,84.75,86.95,89.55,93.65,94.55,97.05,99.65,104.35,112.65,118.9,125.7,133.5,137.8,142.4,149.8,160.2,168.8,176.8,183.7,185.3,193,203.8,215.4,221.4,227.3,235.7,248.6,257.8,262.6,274.1,286.4,298,312.3,327.4,338.7,351.4,366.2,382.1,399.8,414.2,422.9,433.3,444.55,458.95,469.85,480.55,493.65,509.05,519.45,532.95,549.95,565.75,580.95,593.15,606.55,622.75,636.95,650.85,661.95,99,99.8,5.76194411635517,99.4,4.81202198203162,102
1987,0.9,3.6,8.7,10.4,10.4,12,15.3,17.95,21.75,21.75,21.75,21.75,21.75,21.75,21.95,24.75,29.65,29.95,29.95,29.95,29.95,30.45,36.45,37.55,37.55,37.55,37.75,37.95,40.55,42.65,42.65,42.65,42.65,42.65,42.65,42.75,44.95,47.65,50.85,54.05,60.25,72.25,81.15,85.25,88.95,90.25,92.3,92.3,94.4,94.4,94.4,94.7,94.7,96.5,102,102,102,102,102,102,102,102,106.5,114.8,120.4,120.4,120.4,120.7,122.2,125.1,129.5,136.4,141.8,145.6,148.7,150.7,155.2,161.3,166.3,176.4,188.5,200.9,210.6,212.6,213.5,217.3,223.5,229.2,237.3,239.3,241.5,244.7,250.9,259.8,271.5,283.7,293.6,306,319.7,334.1,339.8,342.9,344.6,349.2,356.6,368.6,380.4,393.1,406.6,422.2,437.3,451.4,465.9,478.15,486.35,493.15,501.45,513.35,527.45,543.05,556.05,572.55,581.75,591.85,601.95,614.85,629.15,643.95,660.65,677.15,691.6,705.9,718.6,728.9,740.1,756.8,102,100.4,5.81377674149945,99.7,4.87738545625511,95
1988,2.1,8,12.05,13.5,15.7,16.1,16.1,21.05,22.05,22.05,22.05,22.95,24.55,27.35,30.65,35.55,37.35,37.55,39.25,41.15,46.45,54.35,56.75,56.75,56.75,58.35,60.15,60.65,63.05,65.95,66.65,67.85,67.85,67.85,67.85,71.75,73.75,73.75,73.75,73.75,73.75,73.75,74.65,75.85,76.85,76.85,76.85,76.85,76.85,76.85,77.3,77.3,78.15,79.6,81.45,82.2,86.05,86.45,88.35,91.25,95.55,100.35,100.35,100.35,100.35,100.35,100.35,100.35,101.05,103.05,108.2,113.4,119.45,128.55,132.05,132.75,134.25,138.6,143.8,148.5,154.1,161.85,166.05,170.05,173.45,176.95,179.95,184.45,191.05,197.05,202.05,208.25,216.75,225.05,231.75,242.75,250.5,253.45,257.15,261.45,267.85,277.75,288.85,301.1,311.1,319.2,330,342,352.7,364.1,377.9,392.6,402.5,410.55,418.05,428.25,440.5,452.1,465.7,479.6,495.8,513.95,528.45,540.6,551.3,563.15,576.55,588.5,596.7,609.4,622.1,634.8,648.95,660.95,673.65,685.55,95,100.8,5.21536192416212,99.9,4.60555220479707,106
1989,2.1,5.1,7.05,7.35,7.35,9.05,15.75,24.25,32.35,38.75,44,48.65,49.35,50.55,50.55,50.6,51.9,52.9,59.65,68.15,72.35,76.15,80.85,81.25,82.65,84.85,84.85,84.85,84.85,85.65,88.65,89.95,89.95,89.95,89.95,90.25,92.55,95.25,100.25,107.55,107.55,107.55,107.55,107.55,109.45,114.65,120.95,126.85,131.65,133.25,137.65,141.25,144.8,147.5,150.65,156.6,156.9,160.6,170.2,173.5,179.9,188.25,195.05,197.45,201.7,204.3,204.3,204.3,205.9,208.65,215.45,220.8,229,234.1,239,239.3,240.6,243.4,247,251.8,254.7,258.75,264.35,268.95,273.55,278.55,283.95,288.65,295.95,303.75,311.75,320.35,332.15,339.25,348.45,358.4,369.6,378.4,388,397.8,405.3,410.8,421.05,432.2,444.8,457.3,468,481.05,495.95,511.35,526.7,539.6,550.5,560.8,568.3,580.3,593.5,600.45,610.05,622.45,632.05,645.65,660.35,675.85,692.1,704.9,715.6,730.9,745.6,761.7,773.6,786.8,800.5,813.5,826.7,841.4,106,102.2,5.54075807087803,100.1,4.84079883214882,93
1990,0,0.6,0.6,0.6,1.6,2.9,3.5,5,8.6,15.4,17.5,21.3,21.4,22,23.2,24,26.1,30.3,33.7,33.7,33.7,34.1,34.1,34.1,34.1,34.1,34.1,34.1,36.3,36.8,36.8,36.8,36.8,36.9,38.8,40.1,42.3,46,47.6,48.5,54.1,60.1,62.9,64.8,67.2,71.3,74.3,77.2,77.2,86.4,95,101.4,111.1,111.1,117.9,122.8,127.6,129.5,133.2,138.7,143.9,148.5,151.2,151.2,154.8,154.8,155,157.9,163.9,172.5,177,177,183.2,189.6,195,199,203.1,208.4,215.1,220.4,228.5,240.7,249,252.7,256,256,261.7,269,279,288.7,299.4,310.4,323.4,330.6,333.5,341.4,348.2,355.3,364.5,376,390.5,404.9,417.2,426.9,434.6,443.2,450.4,455.7,461.6,471.6,481.7,495.4,504.2,510.5,520.3,533.8,549.1,564.6,575.1,575.1,584.9,596.9,609.2,622.4,632.3,646.5,658.4,671.7,687.5,705.4,722.2,739.4,757.2,772.5,784.8,796.7,93,99,5.24404424085076,99.7,5.27151675411251,88
1991,6.8,11.7,13,13.5,13.5,13.5,14.4,14.9,14.9,17.8,20.2,22.4,22.4,22.4,22.4,23.6,23.6,23.6,24.5,28.4,32.6,34.7,34.7,36.1,38.9,39.1,39.1,39.1,39.1,39.1,39.1,40,40,40.7,41.6,41.6,43,43.6,43.6,43.9,47.4,52.4,54.7,56.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,66.1,69.9,69.9,70,71.3,77.1,85.9,95.6,99.3,103.7,109.9,114.8,118.9,123.5,123.5,123.7,123.7,123.7,126,130.2,140.1,150.8,155.5,161.8,170.5,178.2,187.1,198,208.6,214.5,223.2,230.5,235.8,238.1,240.3,245.5,254.2,266.1,276.8,289.4,289.4,299.1,299.1,313.2,330.5,343.3,351.2,363.5,377.3,392.6,392.6,402.6,409.7,419.8,432.7,432.7,442.9,455.5,468.8,481.4,497.6,497.6,508,518,525.3,530.9,536.7,546.3,559.3,574,574,586.9,601.2,616.6,627.9,642.6,659.1,672.3,687.1,88,96.8,7.19027120489902,98.3,6.34297511687799,97
1992,2.5,4.6,7.9,8.9,11.5,14.4,20.7,25.5,29.6,30.9,32.7,35.2,39.3,39.3,39.3,39.3,40.3,40.3,40.3,40.3,40.6,42.3,43,43.2,45.4,45.4,49,52.6,58.7,62.2,64.5,64.5,64.5,65.9,68.6,68.6,69.6,71.5,71.5,71.5,72.4,72.4,73.9,76.9,78.1,80,80.9,80.9,83.1,83.3,83.3,83.3,83.3,84,84.1,84.1,84.6,88.8,97.6,97.6,106.1,106.1,108.4,108.4,114.2,116.5,117.4,120.3,127.2,133.9,139.3,146.5,154.5,166.2,175.6,179.5,182.9,187.1,192.8,198.7,201.4,203.7,208.8,216.1,223.9,230,234.3,242.2,251.2,258.9,269.4,279,287.9,300.1,310.1,319.4,330.9,338.6,351,365,376.3,383.7,388.6,392,397.6,407.3,415.1,423.4,437.8,445.3,456.3,471,480.9,493.4,505.3,516.1,527.8,543.7,543.7,557,565.7,575.9,586.5,599.2,612,622.6,635.9,635.9,652.8,666.2,676.6,689.1,703.6,716,729,742.1,97,95.8,6.61059755241536,98.1,6.34997812769636,94
1993,1.3,1.3,5.7,7.8,8.2,10.4,15.8,19,20.4,23.4,23.4,23.4,26.7,30.3,34.9,39.4,39.9,40.7,40.7,40.7,40.7,40.7,40.7,43.6,46.9,49,50.5,50.5,50.5,50.5,53.9,53.9,53.9,53.9,55.7,57.8,66.9,72.6,72.6,72.6,72.6,75.4,77.4,80.9,80.9,83,89.9,96.1,98.6,100,103.2,109.3,115.1,115.1,115.1,115.1,115.1,119.4,122.8,122.8,122.8,124.8,127.2,132.1,140.5,144.3,145.2,146.6,149.3,153.2,156.5,157.7,161.6,162.8,162.8,162.8,164.9,166,166.9,170.1,175.9,185.7,195.1,202.2,210.8,220.7,225.9,225.9,231.3,240.9,248.8,258.6,272.3,279.5,283.5,288.9,293.3,294.6,297.4,299.9,303.8,306.2,312.7,320.9,331.1,342.9,353.2,366.2,380.6,396.9,412.1,423.3,440.2,454.4,461.3,473.6,487.6,499.3,510,519.8,529.7,539.1,549.2,561.9,575.6,589.3,604.7,620.2,634.1,645.3,660,677.4,697.2,705.1,715.5,729,94,95.6,6.65582451691749,98.2,6.26808494588968,97
1994,0,1.1,3.6,6.3,8.4,12.2,12.3,12.3,13.7,16.9,21.8,24.3,25.8,25.9,25.9,27.2,32.4,35,35,35,35,35,35,35,35.1,39.3,40.6,41.4,41.4,41.4,41.7,43.2,43.2,43.2,43.5,45.5,48.2,51.3,55.4,56.5,56.5,56.5,56.5,56.5,56.5,56.7,57.1,57.4,59.1,63.4,70.2,71.7,73,73,73,73.1,73.1,73.4,74.2,75.8,75.8,78.6,79.3,79.3,79.7,85.8,92.9,100,100.9,103.8,104.5,105.7,106.7,106.7,109.8,111.7,117,123.3,127.2,128.8,135.4,141.8,145.4,146.5,147.3,149.7,157.1,159.9,164.8,173.1,183.9,194.6,201.2,212.9,227.1,243,252.9,258,260.7,268.6,281.3,292.8,300.5,309.7,321.1,335,347.6,358.5,371.7,386.3,402,418.1,429,440.8,455,469.3,484.6,496.5,510.6,525.8,540,558.5,576.5,591.7,604.3,616.2,632.4,645.9,663.9,679.7,692.3,705.4,723.2,741.8,757.5,773.7,97,93.8,3.70135110466435,98,6.27162924074226,99
1995,0.6,0.6,2.5,6.1,7,7,9.1,11.4,17.5,17.5,17.9,18.1,18.1,18.1,18.1,18.1,18.1,18.7,18.7,20.9,24.8,30,34.8,35.4,35.4,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,39.9,41.8,41.8,42.7,46.6,51.7,53.3,56,56,56,56.5,58.3,58.3,58.3,58.3,60.5,61.3,64.1,67.6,68.3,71.4,73,73.1,74.5,74.5,75.3,78.1,81,83.8,89.6,94.3,97.3,100.6,103.2,105.6,113.8,123.1,131,133.7,135.4,140,148.7,155.9,167.1,177.8,181,182.9,189.6,192.5,200.6,209.3,217.4,220.2,223,225.4,231.7,241.7,252.7,261.1,273.4,282.1,289.5,297.8,303.1,312.7,321.1,332.1,342.2,354.7,367.4,373.6,381.2,394.1,408.8,421.1,433.6,444.2,454.2,468.1,480.8,493.9,509.3,523.6,537.6,550.1,561.4,572.1,585.9,601.5,616.4,633.8,652.1,664.3,674.2,686.4,697.9,710.3,721.6,99,95,4.30116263352131,97,4.98887651569859,99
1996,0.8,0.8,2.5,2.5,4.3,6.8,11.5,11.5,11.5,11.5,12.1,13.4,15,21,28.8,32.3,34.4,34.5,35.4,36.4,37.9,37.9,38.1,38.1,38.1,38.1,38.1,38.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,41.5,41.5,41.5,41.5,43.8,50.9,61,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,65.2,67.3,68.6,69.9,75.2,76.7,76.7,76.8,77.9,77.9,77.9,79.4,82.6,83.3,84.4,85.5,85.5,88.2,94.9,98.6,106.5,113.6,114.2,116.1,120.6,130.4,135.2,136.5,142.7,147.8,153.2,160.6,167.5,176.3,187.5,195.7,198.9,200,200.3,201.9,205.8,213.6,220.9,229.8,235.4,240.2,241.9,242.5,246.1,254.5,264,270.9,282.7,291.7,296.3,300,303.9,312,323.1,336.4,351.3,365.1,380.9,396.9,414.8,430.2,445.1,459.8,474.6,487.6,497.8,506.6,517.6,528.3,539.1,553.4,568.4,580,591.1,603.8,618.4,99,97.2,2.04939015319192,97,4.98887651569859,103
1997,8.1,8.6,9.9,10,10.2,10.8,11.1,11.1,11.1,11.1,12.5,13.8,14.7,17.1,17.1,17.9,20.5,24.2,25.6,27.7,27.7,27.7,27.9,27.9,27.9,27.9,29.6,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,32,32.2,33.9,36,39,39,39,39,39,42.2,44.4,44.4,44.4,44.4,47,47,47,47,49.3,55.3,58.6,61.9,70.4,72.6,76.2,76.9,80,84.9,95.3,104.2,109.1,111.9,117.6,120.9,125.3,133.2,143,149.2,153.6,156.4,163.3,167.8,172.7,179.6,184.3,188.1,188.1,193.6,202.7,207.5,216.9,226,229.9,234.5,242.5,250.9,262.5,274,285.4,295.7,302.6,312.7,321.6,330.6,338.4,348.2,359.8,373.2,380.1,387.3,399.7,411.3,420.9,434.1,445.3,458,464.8,472.3,482.5,494.2,509.6,521.7,536.8,548.7,564.1,581.5,595.8,613.2,631.3,652.4,674.3,688,696.8,711.2,727,745.7,761,776.7,794,812.8,103,98.4,3.286335345031,97.1,5.10881590977792,97
1998,1.4,2.6,6.3,7.9,8.3,8.8,10.9,12.2,12.5,12.8,14.4,15.1,15.9,18.3,21,23.7,29.5,33.7,33.7,33.7,33.8,35,35,35,35,35.8,36.7,36.7,36.7,37.2,38.3,38.3,39.5,41.6,41.6,41.6,42.5,43.1,43.1,43.1,43.1,44.7,53,62.4,67.1,67.4,71,72,73.9,82.6,90.8,93.9,96,103.7,109.5,115.8,120.5,126.3,129.8,132.3,135.4,140.4,146.9,149.5,153.9,155.8,160.4,166.6,170.9,177.7,183.3,188.6,195.2,195.2,199,202.2,206.1,215.9,221.3,226,228.8,232.9,239,245.6,255.3,264.1,274,285.8,296.1,304.3,308.4,311.5,316.1,325,338.5,349.2,359.9,371.5,381.6,394.7,410.1,428,446.1,460.9,472.6,485.3,499.5,511.1,525,542.3,559.5,576.9,593.6,612.1,626.2,637.3,651,669.4,687.9,706.1,723,744.1,758.3,773.7,789.9,808.1,828.7,844.5,860.6,874.5,885.8,903,916.4,930.4,948.8,963.8,97,99,2.44948974278318,97.3,5.056349144063,91
1999,0.3,2.4,3.3,5,6.4,10.1,10.9,10.9,10.9,10.9,10.9,11,12.4,14,14.4,16.6,16.6,18.3,21.7,24.9,24.9,24.9,29.3,32.8,36.9,38.5,40.9,41.9,41.9,41.9,43.3,45.5,45.5,45.5,45.5,45.5,45.5,46.7,48.6,51.7,53.4,53.4,53.4,53.4,53.4,54.3,57.1,61.9,64.4,64.4,64.4,64.4,65.2,68.4,72.1,74.8,81.5,82.6,82.8,87.2,93.5,99.8,108.5,118.2,122.9,126.6,131,132.9,137.4,140.6,141.5,149.3,160.9,170.5,176.3,187.6,201.7,209.6,211.3,214.1,214.1,216.8,225.1,237.3,249.1,253.3,256.9,258.5,263.5,271.2,283.8,291.4,295.8,302.4,310.9,318.4,321.8,325.8,335.6,344.9,355.7,369,380.3,389,397.7,409.1,422.2,432.5,445.1,457.9,472.8,488.2,499.5,511.2,523.4,535.8,547.9,558.3,565,575.8,589.2,604.4,620,632.8,645.1,660.1,676.5,693.4,711,727.1,738.7,755.8,774.8,791.5,810.2,824.8,91,97.8,4.38178046004133,95.8,4.36653943835008,94
2000,1.9,5.7,9.9,13.1,18.8,28.4,31.6,31.7,35,39.8,41,46.7,54.2,57.6,59.5,61.5,66.3,66.7,69.3,69.3,69.3,69.3,70.6,74.3,74.3,74.3,74.3,74.3,75.1,75.9,75.9,75.9,76,77.6,77.6,79.8,81.7,82.5,82.5,82.5,82.5,83.8,86.4,87.7,91.5,91.5,91.5,91.5,91.5,91.5,92.2,92.2,92.2,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,95.4,102,107.4,111.7,116.8,118.8,118.8,118.8,119.2,119.4,121.5,122.4,124.1,129.7,134.6,135.2,140.5,145.2,146.7,151.9,154.2,161.9,165.6,167.5,169.2,176.6,185.7,191.1,197.4,203.3,208.8,215.7,224.8,235.9,244.4,250.3,261.3,267.9,280.8,289.4,294.7,304.4,316.3,328.8,334.8,340.1,347.5,359.5,371.5,382.3,393.9,407.1,417.5,426.3,438.9,448.6,458.9,466.2,477.1,489.5,503.3,517.1,527.7,542.1,559.1,576.5,591.4,608.1,627.3,645.7,662.8,678.8,694.2,708.6,722.3,94,96.8,4.60434577328853,95.9,4.30632609592498,100
2001,0,2.2,2.2,2.2,2.2,2.2,3,5.6,10.2,12.5,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.7,13.7,13.7,14,14.9,14.9,14.9,17,19.6,20.7,21.5,21.5,21.5,23.2,23.5,23.5,23.5,24.7,27.7,29.4,31.6,31.6,31.7,31.7,32.3,32.3,32.5,32.5,32.5,32.5,32.5,35.8,40.4,41.9,47.1,52.7,60.7,63.4,63.4,63.4,67.2,71.8,74.5,75.1,80,80.7,82.9,89.1,90.3,90.3,90.3,90.7,90.7,91.9,91.9,100,103.9,108.8,114.4,120.5,128.2,137.3,146.4,158.5,166.2,178.3,188.3,193.9,199.8,206.9,211.9,214.1,214.7,217.9,228.1,232.4,236.3,245.5,257.6,271.1,285.7,299.5,315.4,331.4,337.9,346.8,356.7,367.7,381.1,396.3,410.1,426.3,434.3,442.1,448.4,461.2,470.9,478,486.7,498.5,513.4,526.3,539.7,554.5,563.9,574.9,586.7,601.3,616.5,633.2,649.6,665.7,680.1,693.3,707.6,725.3,743.3,761.8,777.8,100,97,4.74341649025257,97.1,3.44641520681676,96
2002,1.8,1.8,1.8,4,4,4,5.9,5.9,6.5,9.3,13,17.5,22.3,28.6,35.5,42.6,44.9,46.1,46.4,52.8,56.7,57,57,57.1,57.4,60.3,61.8,62.6,62.6,62.8,62.8,62.8,64,66.9,69.5,73,75.7,78.1,81.7,81.9,81.9,81.9,81.9,81.9,81.9,81.9,84.2,87,87,87,88.9,95.3,101.7,106.3,108,112.2,117.6,124.6,130.9,136.7,141.1,141.9,145.8,151.4,155.3,156.6,157.2,160.9,168.5,174.4,180.7,186.8,197.1,206.8,214,223.1,228.7,237.1,246.4,257.7,264.2,267.4,269.7,274.6,285.7,290.4,297.7,308,316.1,325.4,336.7,350.1,362,370.9,380.2,390.8,402.6,417.1,425.5,434.3,442.6,449.3,459,472.9,488.5,504.1,512.5,521.1,533.8,547.2,558.3,575.2,591.9,605.9,615.1,625,638.4,653,666.5,681.4,692.7,708.9,725.6,741.4,755.8,771.6,786,800.6,816.2,829.3,842.7,856.4,872.9,890.7,905,919.3,96,95.6,3.36154726279432,97,3.46410161513775,91
